SSID,BSSID,Encryption,latitude,longitude,Channel,Frequency,Last Update
,ea:c3:2a:c3:37:c6,wpa2,31.88979271,-102.3055295,6,,11/12/24 0:30
Davis,60:5f:8d:14:46:46,wpa2,31.889888,-102.3059619,6,,11/12/24 0:30
,60:5f:8d:14:46:49,open,31.88992722,-102.3062045,6,,11/12/24 0:30
ECISD-BYOD,f4:db:e6:2f:f5:81,wpa2,31.88992722,-102.3062045,11,,11/12/24 0:30
ECISD,f4:db:e6:2f:f5:80,wpa2,31.88992722,-102.3062045,11,,11/12/24 0:30
JJTamez 5g,fa:34:5a:15:3d:70,wpa2,31.88993577,-102.3062717,149,,11/12/24 0:30
TMOBILE-C4F4,ac:df:9f:40:c4:f7,wpa2,31.88994274,-102.3063897,52,,11/12/24 0:30
tl6fea5e,00:25:f0:6f:ea:5e,wpa2,31.88994274,-102.3063897,11,,11/12/24 0:30
ECISD,f4:db:e6:2f:f5:8f,wpa2,31.88993766,-102.3065317,64,,11/12/24 0:30
ECISD-BYOD,f4:db:e6:2f:f5:8e,wpa2,31.88993766,-102.3065317,64,,11/12/24 0:30
Promethean,f4:db:e6:2f:f5:8d,wpa2,31.88993766,-102.3065317,64,,11/12/24 0:30
TMOBILE-C4F4,ac:df:9f:40:c4:f6,wpa2,31.88993766,-102.3065317,5,,11/12/24 0:30
,ac:df:fb:47:c4:f7,wpa2,31.88993766,-102.3065317,52,,11/12/24 0:30
,ea:c3:2a:c3:37:c6,wpa2,31.88993766,-102.3065317,6,,11/12/24 0:30
ATTDCTIAQv,6c:4b:b4:30:67:4c,wpa2,31.88982852,-102.3070062,100,,11/12/24 0:31
,6c:4b:b4:30:67:4f,wpa2,31.88982852,-102.3070062,100,,11/12/24 0:31
Verizon_HT97X4,38:88:71:07:0c:da,wpa2,31.88982852,-102.3070062,52,,11/12/24 0:31
[LG_Oven]6ccf,66:cb:e9:b4:6c:cf,wpa2,31.88982852,-102.3070062,11,,11/12/24 0:31
Delgado���s House,04:95:e6:d6:24:c4,wpa2,31.88982852,-102.3070062,40,,11/12/24 0:31
ARRIS-496A-5G,c0:c5:22:e3:49:6d,wpa2,31.88982852,-102.3070062,48,,11/12/24 0:31
ECISD-BYOD,00:ea:bd:d7:09:61,wpa2,31.88982852,-102.3070062,1,,11/12/24 0:31
ECISD,00:ea:bd:d7:09:60,wpa2,31.88982852,-102.3070062,1,,11/12/24 0:31
Horns-5.0,08:02:8e:a1:76:3c,wpa2,31.88982852,-102.3070062,153,,11/12/24 0:31
ATT2i5I699,28:74:f5:86:68:94,wpa2,31.88982852,-102.3070062,6,,11/12/24 0:31
ATT6WeK7Pu,b4:63:6f:74:3e:b4,wpa2,31.88982852,-102.3070062,6,,11/12/24 0:31
ATTDCTIAQv,6c:4b:b4:30:67:4c,wpa2,31.88955342,-102.3080385,100,,11/12/24 0:31
,6c:4b:b4:30:67:4f,wpa2,31.88955342,-102.3080385,100,,11/12/24 0:31
Verizon_HT97X4,38:88:71:07:0c:da,wpa2,31.88955342,-102.3080385,52,,11/12/24 0:31
[LG_Oven]6ccf,66:cb:e9:b4:6c:cf,wpa2,31.88955342,-102.3080385,11,,11/12/24 0:31
Delgado���s House,04:95:e6:d6:24:c4,wpa2,31.88955342,-102.3080385,40,,11/12/24 0:31
ARRIS-496A-5G,c0:c5:22:e3:49:6d,wpa2,31.88955342,-102.3080385,48,,11/12/24 0:31
ECISD-BYOD,00:ea:bd:d7:09:61,wpa2,31.88955342,-102.3080385,1,,11/12/24 0:31
ECISD,00:ea:bd:d7:09:60,wpa2,31.88955342,-102.3080385,1,,11/12/24 0:31
Horns-5.0,08:02:8e:a1:76:3c,wpa2,31.88955342,-102.3080385,153,,11/12/24 0:31
ATT2i5I699,28:74:f5:86:68:94,wpa2,31.88955342,-102.3080385,6,,11/12/24 0:31
ATT6WeK7Pu,b4:63:6f:74:3e:b4,wpa2,31.88955342,-102.3080385,6,,11/12/24 0:31
ATTDCTIAQv,6c:4b:b4:30:67:4c,wpa2,31.88851904,-102.3070118,100,,11/12/24 0:32
,6c:4b:b4:30:67:4f,wpa2,31.88851904,-102.3070118,100,,11/12/24 0:32
Verizon_HT97X4,38:88:71:07:0c:da,wpa2,31.88851904,-102.3070118,52,,11/12/24 0:32
[LG_Oven]6ccf,66:cb:e9:b4:6c:cf,wpa2,31.88851904,-102.3070118,11,,11/12/24 0:32
Delgado���s House,04:95:e6:d6:24:c4,wpa2,31.88851904,-102.3070118,40,,11/12/24 0:32
ARRIS-496A-5G,c0:c5:22:e3:49:6d,wpa2,31.88851904,-102.3070118,48,,11/12/24 0:32
ECISD-BYOD,00:ea:bd:d7:09:61,wpa2,31.88851904,-102.3070118,1,,11/12/24 0:32
ECISD,00:ea:bd:d7:09:60,wpa2,31.88851904,-102.3070118,1,,11/12/24 0:32
Horns-5.0,08:02:8e:a1:76:3c,wpa2,31.88851904,-102.3070118,153,,11/12/24 0:32
ATT2i5I699,28:74:f5:86:68:94,wpa2,31.88851904,-102.3070118,6,,11/12/24 0:32
ATT6WeK7Pu,b4:63:6f:74:3e:b4,wpa2,31.88851904,-102.3070118,6,,11/12/24 0:32
ARRIS-B291-5G,a8:f5:dd:d2:a3:17,wpa2,31.88807453,-102.3070543,157,,11/12/24 0:32
ATTj996yjF,10:c4:ca:48:df:04,wpa2,31.88807453,-102.3070543,6,,11/12/24 0:32
CODA-8560,68:8f:2e:27:85:68,wpa2,31.88807453,-102.3070543,1,,11/12/24 0:32
TexAgNetwork,a8:f5:dd:d2:a3:16,wpa2,31.88807453,-102.3070543,11,,11/12/24 0:32
ATTKqvTHuR,28:74:f5:7f:57:24,wpa2,31.88802588,-102.3072892,11,,11/12/24 0:32
Tia,b4:63:6f:c2:02:e4,wpa2,31.88802588,-102.3072892,6,,11/12/24 0:32
ATTqTWVy6D,b4:63:6f:de:c8:e4,wpa2,31.88802588,-102.3072892,6,,11/12/24 0:32
Audi_MMI_7604,74:6f:f7:dc:ec:5f,wpa2,31.88800009,-102.3074145,11,,11/12/24 0:32
Tia2,90:d0:92:d3:1f:dc,wpa2,31.88800009,-102.3074145,100,,11/12/24 0:32
,90:d0:92:d3:1f:df,wpa2,31.88800009,-102.3074145,100,,11/12/24 0:32
Tia2,90:d0:92:d3:1f:d8,wpa2,31.88800009,-102.3074145,48,,11/12/24 0:32
,aa:b5:7c:1d:5b:c8,wpa2,31.88800009,-102.3074145,48,,11/12/24 0:32
,84:70:d7:3c:4f:84,unknown,31.88795759,-102.3075952,11,,11/12/24 0:32
,84:70:d7:3c:4f:8a,open,31.88795759,-102.3075952,11,,11/12/24 0:32
ATT4n7n2P2,d0:fc:d0:be:0e:04,wpa2,31.88795759,-102.3075952,11,,11/12/24 0:32
ATTqTWVy6D,b4:63:6f:de:c8:e8,wpa2,31.88795759,-102.3075952,52,,11/12/24 0:32
BoombasticCyanide,10:c4:ca:c3:df:24,wpa2,31.88795759,-102.3075952,1,,11/12/24 0:32
"Ermahgerd, Wi-Fi!",3c:37:86:d5:f1:40,wpa2,31.88795759,-102.3075952,8,,11/12/24 0:32
Tia2,90:d0:92:d3:1f:d8,wpa2,31.88776654,-102.3084651,48,,11/12/24 0:32
,84:70:d7:3c:4f:84,unknown,31.88772012,-102.3086481,11,,11/12/24 0:32
,84:70:d7:3c:4f:8a,open,31.88772012,-102.3086481,11,,11/12/24 0:32
ATT4n7n2P2,d0:fc:d0:be:0e:04,wpa2,31.88772012,-102.3086481,11,,11/12/24 0:32
ATTqTWVy6D,b4:63:6f:de:c8:e8,wpa2,31.88772012,-102.3086481,52,,11/12/24 0:32
BoombasticCyanide,10:c4:ca:c3:df:24,wpa2,31.88772012,-102.3086481,1,,11/12/24 0:32
"Ermahgerd, Wi-Fi!",3c:37:86:d5:f1:40,wpa2,31.88772012,-102.3086481,8,,11/12/24 0:32
behappy,80:da:13:59:7d:26,wpa2,31.88766215,-102.3089037,6,,11/12/24 0:33
behappy,80:da:13:07:78:c3,wpa2,31.88766215,-102.3089037,6,,11/12/24 0:33
,80:da:13:59:7d:29,open,31.88766215,-102.3089037,6,,11/12/24 0:33
Sapphire23smh,ec:c3:02:82:08:f4,wpa2,31.88766215,-102.3089037,1,,11/12/24 0:33
Hutson,70:3a:cb:e4:87:fc,wpa2,31.88766215,-102.3089037,149,,11/12/24 0:33
behappy,6c:4b:b4:47:6c:88,wpa2,31.88766215,-102.3089037,52,,11/12/24 0:33
,80:da:13:59:7d:23,unknown,31.88766215,-102.3089037,6,,11/12/24 0:33
NETGEAR07,9c:3d:cf:07:68:5c,wpa2,31.88766215,-102.3089037,6,,11/12/24 0:33
ARRIS-10CA,f4:f2:6d:5d:19:ac,wpa2,31.88766215,-102.3089037,2,,11/12/24 0:33
HotspotXKRP,f8:55:cd:f0:05:2c,wpa2,31.88766215,-102.3089037,157,,11/12/24 0:33
behappy,6c:4b:b4:47:6c:84,wpa2,31.88766215,-102.3089037,1,,11/12/24 0:33
,80:da:13:0e:5f:91,unknown,31.88766215,-102.3089037,6,,11/12/24 0:33
,80:da:13:0e:5f:95,open,31.88766215,-102.3089037,6,,11/12/24 0:33
Hutson,58:cb:52:ad:f9:03,wpa2,31.88766215,-102.3089037,149,,11/12/24 0:33
,6c:4b:b4:47:6c:8f,wpa2,31.88766215,-102.3089037,100,,11/12/24 0:33
I-Hacked-you,4c:01:43:33:0a:23,wpa2,31.88766215,-102.3089037,11,,11/12/24 0:33
PROJcef73a,2a:38:5c:ce:f7:3a,wpa2,31.88766215,-102.3089037,149,,11/12/24 0:33
Hutson,70:3a:cb:e4:dc:d2,wpa2,31.88766215,-102.3089037,6,,11/12/24 0:33
behappy,6c:4b:b4:47:6c:8c,wpa2,31.88766215,-102.3089037,100,,11/12/24 0:33
NETGEAR28,10:0c:6b:67:ca:eb,wpa2,31.88780433,-102.3092978,1,,11/12/24 0:33
behappy,80:da:13:59:7d:26,wpa2,31.88869078,-102.309564,6,,11/12/24 0:33
behappy,80:da:13:07:78:c3,wpa2,31.88869078,-102.309564,6,,11/12/24 0:33
,80:da:13:59:7d:29,open,31.88869078,-102.309564,6,,11/12/24 0:33
Sapphire23smh,ec:c3:02:82:08:f4,wpa2,31.88869078,-102.309564,1,,11/12/24 0:33
Hutson,70:3a:cb:e4:87:fc,wpa2,31.88869078,-102.309564,149,,11/12/24 0:33
behappy,6c:4b:b4:47:6c:88,wpa2,31.88869078,-102.309564,52,,11/12/24 0:33
,80:da:13:59:7d:23,unknown,31.88869078,-102.309564,6,,11/12/24 0:33
NETGEAR07,9c:3d:cf:07:68:5c,wpa2,31.88869078,-102.309564,6,,11/12/24 0:33
ARRIS-10CA,f4:f2:6d:5d:19:ac,wpa2,31.88869078,-102.309564,2,,11/12/24 0:33
HotspotXKRP,f8:55:cd:f0:05:2c,wpa2,31.88869078,-102.309564,157,,11/12/24 0:33
behappy,6c:4b:b4:47:6c:84,wpa2,31.88869078,-102.309564,1,,11/12/24 0:33
,80:da:13:0e:5f:91,unknown,31.88869078,-102.309564,6,,11/12/24 0:33
,80:da:13:0e:5f:95,open,31.88869078,-102.309564,6,,11/12/24 0:33
Hutson,58:cb:52:ad:f9:03,wpa2,31.88869078,-102.309564,149,,11/12/24 0:33
,6c:4b:b4:47:6c:8f,wpa2,31.88869078,-102.309564,100,,11/12/24 0:33
I-Hacked-you,4c:01:43:33:0a:23,wpa2,31.88869078,-102.309564,11,,11/12/24 0:33
PROJcef73a,2a:38:5c:ce:f7:3a,wpa2,31.88869078,-102.309564,149,,11/12/24 0:33
Hutson,70:3a:cb:e4:dc:d2,wpa2,31.88869078,-102.309564,6,,11/12/24 0:33
behappy,6c:4b:b4:47:6c:8c,wpa2,31.88869078,-102.309564,100,,11/12/24 0:33
,84:70:d7:3c:4f:84,unknown,31.88874841,-102.3095788,11,,11/12/24 0:33
NETGEAR28,10:0c:6b:67:ca:eb,wpa2,31.88880508,-102.3095949,1,,11/12/24 0:33
behappy,80:da:13:59:7d:26,wpa2,31.88969593,-102.3104464,6,,11/12/24 0:33
behappy,80:da:13:07:78:c3,wpa2,31.88969593,-102.3104464,6,,11/12/24 0:33
,80:da:13:59:7d:29,open,31.88969593,-102.3104464,6,,11/12/24 0:33
Sapphire23smh,ec:c3:02:82:08:f4,wpa2,31.88969593,-102.3104464,1,,11/12/24 0:33
Hutson,70:3a:cb:e4:87:fc,wpa2,31.88969593,-102.3104464,149,,11/12/24 0:33
behappy,6c:4b:b4:47:6c:88,wpa2,31.88969593,-102.3104464,52,,11/12/24 0:33
,80:da:13:59:7d:23,unknown,31.88969593,-102.3104464,6,,11/12/24 0:33
NETGEAR07,9c:3d:cf:07:68:5c,wpa2,31.88969593,-102.3104464,6,,11/12/24 0:33
ARRIS-10CA,f4:f2:6d:5d:19:ac,wpa2,31.88969593,-102.3104464,2,,11/12/24 0:33
HotspotXKRP,f8:55:cd:f0:05:2c,wpa2,31.88969593,-102.3104464,157,,11/12/24 0:33
behappy,6c:4b:b4:47:6c:84,wpa2,31.88969593,-102.3104464,1,,11/12/24 0:33
,80:da:13:0e:5f:91,unknown,31.88969593,-102.3104464,6,,11/12/24 0:33
,80:da:13:0e:5f:95,open,31.88969593,-102.3104464,6,,11/12/24 0:33
Hutson,58:cb:52:ad:f9:03,wpa2,31.88969593,-102.3104464,149,,11/12/24 0:33
,6c:4b:b4:47:6c:8f,wpa2,31.88969593,-102.3104464,100,,11/12/24 0:33
I-Hacked-you,4c:01:43:33:0a:23,wpa2,31.88969593,-102.3104464,11,,11/12/24 0:33
PROJcef73a,2a:38:5c:ce:f7:3a,wpa2,31.88969593,-102.3104464,149,,11/12/24 0:33
Hutson,70:3a:cb:e4:dc:d2,wpa2,31.88969593,-102.3104464,6,,11/12/24 0:33
behappy,6c:4b:b4:47:6c:8c,wpa2,31.88969593,-102.3104464,100,,11/12/24 0:33
,84:70:d7:3c:4f:84,unknown,31.88976909,-102.3105303,11,,11/12/24 0:33
NETGEAR28,10:0c:6b:67:ca:eb,wpa2,31.88980528,-102.3105704,1,,11/12/24 0:33
behappy,80:da:13:59:7d:26,wpa2,31.89070371,-102.3100315,6,,11/12/24 0:34
behappy,80:da:13:07:78:c3,wpa2,31.89070371,-102.3100315,6,,11/12/24 0:34
,80:da:13:59:7d:29,open,31.89070371,-102.3100315,6,,11/12/24 0:34
Sapphire23smh,ec:c3:02:82:08:f4,wpa2,31.89070371,-102.3100315,1,,11/12/24 0:34
Hutson,70:3a:cb:e4:87:fc,wpa2,31.89070371,-102.3100315,149,,11/12/24 0:34
behappy,6c:4b:b4:47:6c:88,wpa2,31.89070371,-102.3100315,52,,11/12/24 0:34
,80:da:13:59:7d:23,unknown,31.89070371,-102.3100315,6,,11/12/24 0:34
NETGEAR07,9c:3d:cf:07:68:5c,wpa2,31.89070371,-102.3100315,6,,11/12/24 0:34
ARRIS-10CA,f4:f2:6d:5d:19:ac,wpa2,31.89070371,-102.3100315,2,,11/12/24 0:34
HotspotXKRP,f8:55:cd:f0:05:2c,wpa2,31.89070371,-102.3100315,157,,11/12/24 0:34
behappy,6c:4b:b4:47:6c:84,wpa2,31.89070371,-102.3100315,1,,11/12/24 0:34
,80:da:13:0e:5f:91,unknown,31.89070371,-102.3100315,6,,11/12/24 0:34
,80:da:13:0e:5f:95,open,31.89070371,-102.3100315,6,,11/12/24 0:34
Hutson,58:cb:52:ad:f9:03,wpa2,31.89070371,-102.3100315,149,,11/12/24 0:34
,6c:4b:b4:47:6c:8f,wpa2,31.89070371,-102.3100315,100,,11/12/24 0:34
I-Hacked-you,4c:01:43:33:0a:23,wpa2,31.89070371,-102.3100315,11,,11/12/24 0:34
PROJcef73a,2a:38:5c:ce:f7:3a,wpa2,31.89070371,-102.3100315,149,,11/12/24 0:34
Hutson,70:3a:cb:e4:dc:d2,wpa2,31.89070371,-102.3100315,6,,11/12/24 0:34
behappy,6c:4b:b4:47:6c:8c,wpa2,31.89070371,-102.3100315,100,,11/12/24 0:34
,84:70:d7:3c:4f:84,unknown,31.89079427,-102.3099424,11,,11/12/24 0:34
NETGEAR28,10:0c:6b:67:ca:eb,wpa2,31.89083703,-102.3098953,1,,11/12/24 0:34
,d4:05:de:75:75:ab,open,31.89100106,-102.3096962,161,,11/12/24 0:34
OnyxMagnolia,c0:56:27:c5:ee:91,wpa2,31.89100106,-102.3096962,2,,11/12/24 0:34
Escafamilia,d4:05:de:75:75:a7,wpa2,31.89100106,-102.3096962,6,,11/12/24 0:34
Escafamilia,d4:05:de:75:75:a8,wpa2,31.89100106,-102.3096962,161,,11/12/24 0:34
ARRIS-0FC5,78:6a:1f:7c:37:b6,wpa2,31.89100106,-102.3096962,1,,11/12/24 0:34
MOTO0A46,c8:c7:50:ed:96:20,wpa2,31.89100106,-102.3096962,11,,11/12/24 0:34
ARRIS-0FC5-5G,78:6a:1f:7c:37:b7,wpa2,31.89100106,-102.3096962,36,,11/12/24 0:34
,d4:05:de:75:75:a5,unknown,31.89100106,-102.3096962,161,,11/12/24 0:34
Escafamilia,d4:05:de:75:75:a8,wpa2,31.89111765,-102.3094542,161,,11/12/24 0:34
tlf501c2,0c:83:cc:f5:01:c2,wpa2,31.89111765,-102.3094542,11,,11/12/24 0:34
ARRIS-0FC5-5G,78:6a:1f:7c:37:b7,wpa2,31.89111765,-102.3094542,36,,11/12/24 0:34
Escafamilia,d4:05:de:75:75:a6,wpa2,31.89111765,-102.3094542,40,,11/12/24 0:34
Andrade,90:d0:92:a9:4c:58,wpa2,31.89116481,-102.3093148,40,,11/12/24 0:34
,d4:05:de:75:75:ab,open,31.89116481,-102.3093148,161,,11/12/24 0:34
tlad2b54,88:6a:e3:ad:2b:54,wpa2,31.89116481,-102.3093148,6,,11/12/24 0:34
ARRIS-0FC5-5G,78:6a:1f:7c:37:b7,wpa2,31.89116481,-102.3093148,36,,11/12/24 0:34
,d4:05:de:75:75:a5,unknown,31.89116481,-102.3093148,161,,11/12/24 0:34
,90:d0:92:a9:4c:5f,wpa2,31.89123205,-102.309083,161,,11/12/24 0:34
,22:ef:bd:43:e7:d2,wpa2,31.89123205,-102.309083,48,,11/12/24 0:34
ARRIS-0FC5,78:6a:1f:7c:37:b6,wpa2,31.89123205,-102.309083,1,,11/12/24 0:34
,d4:05:de:77:23:63,unknown,31.89123205,-102.309083,40,,11/12/24 0:34
Andrade Guest,90:d0:92:a9:4c:55,wpa2,31.89123205,-102.309083,5,,11/12/24 0:34
DIRECT-f7-HP M477 LaserJet,92:32:4b:53:23:f7,wpa2,31.89123205,-102.309083,6,,11/12/24 0:34
Escafamilia,d4:05:de:77:23:66,wpa2,31.89123205,-102.309083,40,,11/12/24 0:34
Andrade,90:d0:92:a9:4c:54,wpa2,31.89123205,-102.309083,5,,11/12/24 0:34
Escafamilia,d4:05:de:77:23:68,wpa2,31.89123205,-102.309083,161,,11/12/24 0:34
Escafamilia,d4:05:de:77:23:67,wpa2,31.89123205,-102.309083,6,,11/12/24 0:34
,d4:05:de:77:23:69,open,31.89123205,-102.309083,40,,11/12/24 0:34
ATTAQzaxtA,d0:fc:d0:8b:1b:84,wpa2,31.89123205,-102.309083,1,,11/12/24 0:34
Andrade,90:d0:92:a9:4c:5c,wpa2,31.89123205,-102.309083,161,,11/12/24 0:34
Escafamilia,d4:05:de:75:75:a7,wpa2,31.89133133,-102.308674,6,,11/12/24 0:34
Escafamilia,d4:05:de:75:75:a8,wpa2,31.89139505,-102.3084099,161,,11/12/24 0:34
tlf501c2,0c:83:cc:f5:01:c2,wpa2,31.89139505,-102.3084099,11,,11/12/24 0:34
Escafamilia,d4:05:de:75:75:a6,wpa2,31.89139505,-102.3084099,40,,11/12/24 0:34
ARRIS-0FC5-5G,78:6a:1f:7c:37:b7,wpa2,31.89142263,-102.3082955,36,,11/12/24 0:34
Andrade,90:d0:92:a9:4c:58,wpa2,31.89142263,-102.3082955,40,,11/12/24 0:34
,90:d0:92:a9:4c:5f,wpa2,31.8910254,-102.3080697,161,,11/12/24 0:35
,22:ef:bd:43:e7:d2,wpa2,31.8910254,-102.3080697,48,,11/12/24 0:35
ARRIS-0FC5,78:6a:1f:7c:37:b6,wpa2,31.8910254,-102.3080697,1,,11/12/24 0:35
,d4:05:de:77:23:63,unknown,31.8910254,-102.3080697,40,,11/12/24 0:35
Andrade Guest,90:d0:92:a9:4c:55,wpa2,31.8910254,-102.3080697,5,,11/12/24 0:35
DIRECT-f7-HP M477 LaserJet,92:32:4b:53:23:f7,wpa2,31.8910254,-102.3080697,6,,11/12/24 0:35
Escafamilia,d4:05:de:77:23:66,wpa2,31.8910254,-102.3080697,40,,11/12/24 0:35
Andrade,90:d0:92:a9:4c:54,wpa2,31.8910254,-102.3080697,5,,11/12/24 0:35
Escafamilia,d4:05:de:77:23:68,wpa2,31.8910254,-102.3080697,161,,11/12/24 0:35
Escafamilia,d4:05:de:77:23:67,wpa2,31.8910254,-102.3080697,6,,11/12/24 0:35
,d4:05:de:77:23:69,open,31.8910254,-102.3080697,40,,11/12/24 0:35
ATTAQzaxtA,d0:fc:d0:8b:1b:84,wpa2,31.8910254,-102.3080697,1,,11/12/24 0:35
Andrade,90:d0:92:a9:4c:5c,wpa2,31.8910254,-102.3080697,161,,11/12/24 0:35
Glenhaven,9c:57:bc:a9:00:c6,wpa2,31.8910254,-102.3080697,1,,11/12/24 0:35
Verizon_HT97X4,38:88:71:07:0c:da,wpa2,31.8910254,-102.3080697,52,,11/12/24 0:35
,9c:57:bc:a9:00:c3,unknown,31.8910254,-102.3080697,1,,11/12/24 0:35
Hotspot6073,00:54:af:db:60:73,wpa2,31.8910254,-102.3080697,4,,11/12/24 0:35
Verizon_HT97X4,38:88:71:07:0c:d9,wpa2,31.8910254,-102.3080697,6,,11/12/24 0:35
ATT8gA7j4b,10:c4:ca:39:20:04,wpa2,31.8910254,-102.3080697,11,,11/12/24 0:35
ATTDCTIAQv,6c:4b:b4:30:67:44,wpa2,31.8910254,-102.3080697,1,,11/12/24 0:35
tlad2b54,88:6a:e3:ad:2b:54,wpa2,31.8910254,-102.3080697,6,,11/12/24 0:35
Glenhaven,9c:57:bc:a2:29:e6,wpa2,31.8910254,-102.3080697,1,,11/12/24 0:35
Hot Singles Here,90:d0:92:9f:31:64,wpa2,31.8910254,-102.3080697,1,,11/12/24 0:35
,12:3f:0b:ff:11:2c,wpa2,31.8910254,-102.3080697,1,,11/12/24 0:35
myChevrolet 0590,00:92:a5:a4:64:5d,wpa2,31.8910254,-102.3080697,1,,11/12/24 0:35
Glenhaven,9c:57:bc:a9:00:c6,wpa2,31.88999811,-102.3077181,1,,11/12/24 0:35
Verizon_HT97X4,38:88:71:07:0c:da,wpa2,31.88999811,-102.3077181,52,,11/12/24 0:35
,9c:57:bc:a9:00:c3,unknown,31.88999811,-102.3077181,1,,11/12/24 0:35
Hotspot6073,00:54:af:db:60:73,wpa2,31.88999811,-102.3077181,4,,11/12/24 0:35
ARRIS-0FC5,78:6a:1f:7c:37:b6,wpa2,31.88999811,-102.3077181,1,,11/12/24 0:35
Verizon_HT97X4,38:88:71:07:0c:d9,wpa2,31.88999811,-102.3077181,6,,11/12/24 0:35
Andrade Guest,90:d0:92:a9:4c:55,wpa2,31.88999811,-102.3077181,5,,11/12/24 0:35
Andrade,90:d0:92:a9:4c:54,wpa2,31.88999811,-102.3077181,5,,11/12/24 0:35
ATT8gA7j4b,10:c4:ca:39:20:04,wpa2,31.88999811,-102.3077181,11,,11/12/24 0:35
ATTDCTIAQv,6c:4b:b4:30:67:44,wpa2,31.88999811,-102.3077181,1,,11/12/24 0:35
tlad2b54,88:6a:e3:ad:2b:54,wpa2,31.88999811,-102.3077181,6,,11/12/24 0:35
Glenhaven,9c:57:bc:a2:29:e6,wpa2,31.88999811,-102.3077181,1,,11/12/24 0:35
Hot Singles Here,90:d0:92:9f:31:64,wpa2,31.88999811,-102.3077181,1,,11/12/24 0:35
,12:3f:0b:ff:11:2c,wpa2,31.88999811,-102.3077181,1,,11/12/24 0:35
myChevrolet 0590,00:92:a5:a4:64:5d,wpa2,31.88999811,-102.3077181,1,,11/12/24 0:35
Glenhaven,9c:57:bc:a9:00:c6,wpa2,31.88891947,-102.3072192,1,,11/12/24 0:35
Verizon_HT97X4,38:88:71:07:0c:da,wpa2,31.88891947,-102.3072192,52,,11/12/24 0:35
,9c:57:bc:a9:00:c3,unknown,31.88891947,-102.3072192,1,,11/12/24 0:35
Hotspot6073,00:54:af:db:60:73,wpa2,31.88891947,-102.3072192,4,,11/12/24 0:35
ARRIS-0FC5,78:6a:1f:7c:37:b6,wpa2,31.88891947,-102.3072192,1,,11/12/24 0:35
Verizon_HT97X4,38:88:71:07:0c:d9,wpa2,31.88891947,-102.3072192,6,,11/12/24 0:35
Andrade Guest,90:d0:92:a9:4c:55,wpa2,31.88891947,-102.3072192,5,,11/12/24 0:35
Andrade,90:d0:92:a9:4c:54,wpa2,31.88891947,-102.3072192,5,,11/12/24 0:35
ATT8gA7j4b,10:c4:ca:39:20:04,wpa2,31.88891947,-102.3072192,11,,11/12/24 0:35
ATTDCTIAQv,6c:4b:b4:30:67:44,wpa2,31.88891947,-102.3072192,1,,11/12/24 0:35
tlad2b54,88:6a:e3:ad:2b:54,wpa2,31.88891947,-102.3072192,6,,11/12/24 0:35
Glenhaven,9c:57:bc:a2:29:e6,wpa2,31.88891947,-102.3072192,1,,11/12/24 0:35
Hot Singles Here,90:d0:92:9f:31:64,wpa2,31.88891947,-102.3072192,1,,11/12/24 0:35
,12:3f:0b:ff:11:2c,wpa2,31.88891947,-102.3072192,1,,11/12/24 0:35
myChevrolet 0590,00:92:a5:a4:64:5d,wpa2,31.88891947,-102.3072192,1,,11/12/24 0:35
Glenhaven,9c:57:bc:a9:00:c6,wpa2,31.88790544,-102.3067453,1,,11/12/24 0:35
Verizon_HT97X4,38:88:71:07:0c:da,wpa2,31.88790544,-102.3067453,52,,11/12/24 0:35
,9c:57:bc:a9:00:c3,unknown,31.88790544,-102.3067453,1,,11/12/24 0:35
Hotspot6073,00:54:af:db:60:73,wpa2,31.88790544,-102.3067453,4,,11/12/24 0:35
ARRIS-0FC5,78:6a:1f:7c:37:b6,wpa2,31.88790544,-102.3067453,1,,11/12/24 0:35
Verizon_HT97X4,38:88:71:07:0c:d9,wpa2,31.88790544,-102.3067453,6,,11/12/24 0:35
Andrade Guest,90:d0:92:a9:4c:55,wpa2,31.88790544,-102.3067453,5,,11/12/24 0:35
Andrade,90:d0:92:a9:4c:54,wpa2,31.88790544,-102.3067453,5,,11/12/24 0:35
ATT8gA7j4b,10:c4:ca:39:20:04,wpa2,31.88790544,-102.3067453,11,,11/12/24 0:35
ATTDCTIAQv,6c:4b:b4:30:67:44,wpa2,31.88790544,-102.3067453,1,,11/12/24 0:35
tlad2b54,88:6a:e3:ad:2b:54,wpa2,31.88790544,-102.3067453,6,,11/12/24 0:35
Glenhaven,9c:57:bc:a2:29:e6,wpa2,31.88790544,-102.3067453,1,,11/12/24 0:35
Hot Singles Here,90:d0:92:9f:31:64,wpa2,31.88790544,-102.3067453,1,,11/12/24 0:35
,12:3f:0b:ff:11:2c,wpa2,31.88790544,-102.3067453,1,,11/12/24 0:35
myChevrolet 0590,00:92:a5:a4:64:5d,wpa2,31.88790544,-102.3067453,1,,11/12/24 0:35
Glenhaven,9c:57:bc:a9:00:c6,wpa2,31.88723351,-102.3057353,1,,11/12/24 0:36
Verizon_HT97X4,38:88:71:07:0c:da,wpa2,31.88723351,-102.3057353,52,,11/12/24 0:36
,9c:57:bc:a9:00:c3,unknown,31.88723351,-102.3057353,1,,11/12/24 0:36
